user,text
f*****s,"Kualitas Suara: ok
Daya Tahan: ok
Kualitas: ok
Okey paket sudah diterima dengan baik, barang bagus, rapih, aman, berkualitas. Stay safe and healthy yah. Sukses dan sehat terus buat aku, kamu, dan sekitarmu! Biar bisa jajan ini itu dan bahagiain ortu. Terimakasih."
v*****9,"Kualitas Suara: bass nya kenceng bgt, banyak fitur yang di apps baseus banyak bgt dan bagus kaya merk apel dimakan.
Daya Tahan: daya tahan baterai bagus
Kualitas: oke banget buat harga segini"
,"Kualitas Suara: very balance good bass
Daya Tahan: long
Kualitas: average up
Unboxing my new Baseus BP1 Pro TWS earbuds! 🤩  The sleek yellow box hints at the awesome sound quality inside.  Prepare for immersive audio and crystal-clear calls.  Ready to upgrade my listening experience! 🎧🔥 Can't wait to share my thoughts. #Baseus"
o*****4,"Kualitas Suara: mantapppp bgt gils
Daya Tahan: ga perlu charge terus
Kualitas: sangat baik
bagus bgt, worth it lah ya. Telponan kondisi ujan deres suara ujannya ga ganggu. Cocok bgt buat penderita insomnia kl malem susah tidur pake ini dan denger suara relaksasi bguss bgt ga nyesel belii worth it sesuai harga"
h*****7,"Kualitas Suara: Alhamdulillah cukup lah suaranya
Daya Tahan: Alhamdulillah lumayan lah
Kualitas: Alhamdulillah cukup lah kualitas ketahanan nya
Alhamdulillah barang sudah sampai di tujuan dengan selamat dan sukses. Cukuplah suaranya...... Terima kasih banyak...🙏🏻"
d*****5,"Kualitas Suara: jernih dan detail nya bagus
Fitur: fitur anc nya terbaik"
,"Kualitas Suara: bagus bass mantab, dan treable lumayan okee tapi harus di adjust di apk baseus
Daya Tahan: claim produsen bisa 55 jam, semoga bisa beneran
Kualitas: keliahatan bagus pada setiap detailnya
Untuk produk sangat oke dari segi harga dan kualitas, claim bisa dua divece, anc nya manteb dan terdapat buku panduan dan apk (ini yg menarik karena ada ekosistemnya, bisa mantau apa saja dalam apk nya mulai dari batrai dan kontrol suara) semangat ber inovasi terus"
f*****9,"Kualitas Suara: Suara jernih dan bagus
Daya Tahan: tahan lama, sesuai yang dipromosikan
Kualitas: Untuk denger musik, enak jernih, untuk telfonan dengan 6 mic, ini bagus banget sih, buat telfonan suara yg keluar jernih ga patah patah
Dapet buds banyak banget, hahaha makasi min 🥰"
,"Kualitas Suara: jernih, bass yang dihasilkannya oke, dan juga bagus
Daya Tahan: semoga dapat bertahan dengan lama
Kualitas: terbaik dan sesuai ekspektasi
Untuk kualitas suara yang dihasilkan saat memakainya sangat jernih, detail-detail yang ada juga dapat terdengar dengan baik, serta ukurannya juga saat dipakai ke telingan juga nyaman sehingga menambah pengalaman mendengarkan musik, bermain game, ataupun yang lainnya dengan lebih nikmat dan menyenangkan."
,"Kualitas Suara: baik
Daya Tahan: mudah²an tahan lama
Kualitas: belum di coba semoga sesuai ekspetasi
HARGA TERBILANG TERJANGKAU SIH UNTUK TWS SATU INI 
KATA TEMAN SAYA MEMANG RECOMMENDED TWS SATU INI ,, YAH SEMOGA AWET BISA DI BUAT MEETING DAN SUARA JERNIH AAMIIN 
SUSKES SELALU DEH BASEUS .."
,"Kualitas Suara: jernih
Daya Tahan: tahan lama
Fitur: sangat bagus
Suka bgt karna  Sudah support LDAC jadi kualitias suarnya lbh bagus dari  tws lainnya yang belum suppot.
Dan trimakasih buat free pouch nya ...😘"
,"Kualitas Suara: Bass nya mantul, bud nya kedap suara, puas dengarnya
Daya Tahan: Katanya bisa sampai 12 jam, belum dicoba
Kualitas: Case nya keren, agak berat berasa memang dari bahan berkualitas"
h*****i,"Kualitas Suara: suaranya mantap
Daya Tahan: daya tahan baterai lama
Kualitas: kualitas terbaik
Enak banget dengar musik, bass nampol, Driver not bad. tuning default mantap bassnya. . Mic jelas suaranya. ANC joss di kelasnya"
,"Kualitas Suara: Suara jernih, sterio sangat jelas, dunia sound disebutnya suara renyah
Daya Tahan: Dipakai 1 jam nyaman
Kualitas: Sangat sangat memuaskan
Pengiriman cepat, rapi dan kuat, SDH dicoba, hasil suara seperti harga jutaan"
s*****1,"Barang berfungsi dengan baik dan benar.. suaranya sangat jernih.. bassnya mantap...
Tahan lama dan sangat handal... fitur nya bagus dan memudahkan..Sudah support LDAC jadi kualitas suaranya lebih bagus dari tws lain nya yang belum support"
,"Kualitas Suara: lumayan
Daya Tahan: good
Kualitas: better
Produk: Tidak sesuai deskripsi
produk yang diterima tidak sesuai deskripsi, katanya dapet case silicon 2, sudah tanya di live juga katanya dapat, tapi pas sampai cuma 1 hahaha ga sesuai deskripsi dan ucapan, thx!"
,"Sumpah ini tws nya bagus bgt, pengiriman nya cepet dan tadi aku langsung coba buat keluar naik motor enak bgt sambil denger musik dan tau ada notif telp, suara nya jernih banget sukakkkk"
,"Kualitas Suara: suara jernih bagus dan ada fitur ANC nya
Daya Tahan: tahan lama seharian dan bila di charge selama 10 menit bisa ampe 2 jam mengginakan tws nya
Kualitas: sangat unggul dan memuaskan dengan 6 mic ENC nya"
,"Kualitas Suara: mantab banget
Daya Tahan: semoga awet
Kualitas: sangat memuaskan
Untuk bass saya lebih pilih soundcore cuma baseus ini lebih cenderung ke jelasnya suara dan banyak fitur-fitur di baseus ini"
y*****w,"Kualitas Suara: sangaþ ngebass
Daya Tahan: udh dipake 3 hari blm low batt
Kualitas: bagus
Beli saat live Vior. Admin sgt responsif dan membantu sekali, earbuds hidup dua2nya dan sgt enjoyable."
u*****m,"Kualitas Suara: bass terdengar cukup oke
Daya Tahan: semoga awet ya bree
Kualitas: lumayan
overall good cuman kadang gk tau kenapa ada kayak cempreng².nya gitu cuman bagus sih"
,"Kualitas Suara: kualitas suara sangat bagus, cocok untuk saya yg bekerja di kebisingan
Daya Tahan: mantab
Kualitas: bagus"
,"Kualitas Suara: bass bagus
Daya Tahan: belum tau soalnya baru sampai semoga awet
Kualitas: oke banget
Recommended tws ini apa lagi yang suka nonton atau musik jangan ragu"
r*****m,"Kualitas Suara: bagus tp ancnya ya ga begitu si
Daya Tahan: belum tau
Kualitas: jernih, pilihan eartipnya juga banyak
Beli ini krn reviewnya bagusan ini ketimbang tws lain karena ini paling baru, but idk"
,Terima paket dalam keadaan yang baik. Kondisi unit juga dapam keadaan baik seperti yang ada di foto. Semoga saja berfungsi dengan baik karena pengalaman beli TWS online kurang memuaskan. Terima Kasih Seller sudah mengatur pengiriman dengan cepat semoga unit dalam kondisi baik.
g*****d,"Kualitas Suara: bass bagus bangett
Daya Tahan: tahan lama dan sangat handal
Kualitas: produk terbaik
Bagus banget. Sesuai ekspektasi. Kualitas bagus. Mantap bas nya"
,"Packaging aman sampai rumah. Kualitas ga diraguin lagi jernih suaranya gampang connect ke device. Main game lancar aja suaranya tanpa delay & fitur"" bnyak juga dan baterai nya tahan lama, amanah sih top"
j*****2,"Kualitas Suara: jernih..
Daya Tahan: belum di test ketahananya
Kualitas: baik
Baik, tingga tunggu test ketahanan batre nya
Sejauh ini baik dan berkerja dengan semestinya...
Dan tinggal test semua fitur...
Thnks admin dan kurir"
,"Kualitas Suara: bersih jernih dan tajam
Daya Tahan: tahan lama
Kualitas: memuaskan
Thanks saller, suami aku kasih gift ini dia suka bgt, dia bilang, suara bagus d kelasnya, dengan harga semurah itu tp kualitas gk kaleng2. Design bagus dan soundnya gong bgt..banyak fitur2nya"
,"Kualitas Suara: bagus berkualitas
Daya Tahan: tahan lama dan sangat handal
Fitur: keren
Alhamdulillah tws nya udah sampe, pengiriman nya cepet, seller nya amanah
Tws nya udah support LDAC jadi kualitas suaranya super bagus , beda dari tws lainnya yang belum support
Model nya keren awet dan tahan lama harga nya jg worth it dengan kualitas yang di dapat 
Besti banget 👍"
r*****h,"Kualitas Suara: bagus bass
Daya Tahan: bagus
Kualitas: bagus
FAST respon, packing rapih aman, sesuai pesanan & harapan, berfungsi dgn baik, bisa terkoneksi dgn app baseus, dgn harga yg relatif terjangkau sangat puas dgn kwalitas suara, BQ earbud nya, bass nya nendang.. mantaff"
,"Kualitas Suara: bagus
Daya Tahan: baik
Fitur: lengkap
Gak nyesek beli ini, buat harga 300an menurut aku ini worth it bgt suaranya jernih bisa kedap suara gitu, fiturnya juga lengkap suka deh, pengiriman nya juga sehari nyampe top!"
,"Kualitas Suara: jernih
Daya Tahan: tahan lama
Fitur: banyak dan menarik
Alhamdulillah paket ku udah sampe. Untuk barangnya mantul sekali, suaranya jelas, batre tahan lama dan harganya terjangkau. Brand ini kualitasnya sangat terpercaya. Terimakasih❤"
,"Kualitas Suara: bagus
Daya Tahan: lama
Fitur: bagus
paketnya sudah sampai dan langsung dicoba, baterai tahan lama engga cepet low. suaranya juga jernih dipake untuk mendengarkan musik & sudah support LDAC . harga segini sangat worth it"
s*****0,"Kualitas Suara: jernih bagus
Daya Tahan: tahan lama
Fitur: super lengkap
wih cepet banget dateng nya, baru kemarin pesen, ini udah dateng, suka banget sama tws baseus ini gapernah nyesel sih buat selalu cari baseus kalo lagi butuh tws, ini beneran bagus banget gils suaranya nya jernih, bass nya mantep banget, ditambah ini ada unsur anc nya jadi udah kedap suara.. ini beneran worth it banget sih dengan harga segini, best pokonya.. makasih seller"
k*****9,"Kualitas Suara: sangat jernih dan jelas
Daya Tahan: baterai tahan lama
Fitur: sangat bagus
Rekomended banget, worth it juga yaa dengan harga segini dapet kualitas yg ga kaleng2, pasti ga nyesel deh.. Fitur2 banyak, baterai tahan lama, udah support app pula the best pokoknya"
,"Kualitas Suara: mantep
Daya Tahan: masih dicoba
Kualitas: bas nendang, treb ngejreng, mid nggoreng"
i*****a,"Kualitas Suara: suaranya jernih
Daya Tahan: tahan lama dan handal
Fitur: bagus dan banyak pilihan
Terima kasih seller. Barang pesanan saya sudah sampai dengan baik dan aman. Packingnya juga rapi. Sudah dicoba, hasilnya memuaskan sesuai dengan ekspektasi. Sudah support LDAC, beda dari  tws lainnya yang belum suppot. Dengan harga segitu, sebanding dengan barangnya."
y*****5,"Daya Tahan: tahan lama
Fitur: berguna
Kualitas Suara: jernih
sangat puas dengan tws baseus warna hitam ini, Desainnya yang minimalis dan elegan membuatnya terlihat sangat stylish dan cocok untuk digunakan sehari-hari. Suara yang dihasilkan juga sangat jernih dan berkualitas, membuatnya sempurna untuk mendengarkan musik atau melakukan panggilan."
r*****l,"Kualitas Suara: sangat jernih, detailnya oke, bass nya mantapp
Daya Tahan: baterai nya awet bngtt
Kualitas: bagus, yg warna black teksturnya matte"
c*****h,"Kualitas Suara: kereen bgt
Daya Tahan: standart TWS
Kualitas: baaguuuuus
price to performance luar biasa bgt..pertama pake basseus..TWS dengan LDAC dapet di harga promo  hr kembar under 200rb, bahkan buat harga normalpun ini luar biasa value..ANC cukup baik (berasa kyk tws di harga 800-1jtan) blum lg aplikasinya keren bgt.. bass boost nya manteb bgt (aktifin pake aplikasi ya).. mudah2an awet..ga usah raguu beliiii aja manteb bgt ini"
,"Kualitas Suara: bagus
Daya Tahan: lama
Fitur: berguna
dpt rekomen dari temen, ternyata memang awet bgt baterainya, ga expect krn harganya jg ga mahal"" bgt, suaranya enak bgt buat dengerin musik sama telponan dan ni pas ANC nya di aktifin suara sekitarnya langsung kedap"""
,"Kualitas Suara: bagus
Daya Tahan: lama
Fitur: banyak
Lumayan gokil sih suara nya, bagus dan bass nya juga ok

Worth it lah di harga 200 an, thanks baseus 😎"
,"Kualitas Suara: jernih
Daya Tahan: tahan lama
Fitur: lengkap
Tws ku sudah sampai, Bagus tws nya, warna putih nya cakep, batre nya awet banget tahan lama, ini dengan harga 300k an aku udah dapet tws yang ada ANC nya sih keren banget ya apalagi ini juga udah support LDAC yang bikin kualitas suara nya jadi lebih bagus dari tws lain keren banget sumpah. worth to buy deh pokonya.. makasih ya seller yang udah ramah dan responsif banget bantuin jawab pertanyaan ku dichat"
,"Kualitas Suara: bass nya menggelegar
Daya Tahan: tahan lama
Fitur: bagus dan berguna
Tws nya udah nyampe.. pengirimannya juga cepet packing aman. Fitur-fiturnya juga banyak banget serta baterainya tahan lama sudah support app juga pokoknya the best sih. tq seller"
,"Kualitas Suara: baik
Daya Tahan: awet
Fitur: bagus
Selain kualitas suara, konektivitasnya juga stabil. Nggak ada putus-putus atau delay yang mengganggu. Desainnya juga nyaman di telinga, dipakai berjam-jam pun nggak bikin pegal. Dapet free pouch juga 🤩"
,"Kualitas Suara: bagus
Daya Tahan: tahan lama
Fitur: bagus
Worthit sih harga 300an dah dpt earbuds bagus , bagus bngt buat suaranya jelas d  telepon buat dengerin musik bassnya gokil abiss 👍🏻 dapet bonusan pouch lagi"
l*****7,"Kualitas Suara: Jernih banget ga bikin kuping sakit
Daya Tahan: tahan lama
Fitur: bagus dan berguna
Beli ini untuk kado adeku, adeku seneng banget,  keren tws nya kata nya, dan katanya baru di buka tws nya langsung konek ke bluetooth, model nya keren, dan suaranya jernih ga bikin sakit telinga, suaranya juga ga delay pas di pake telpon dan bermain game,  keren banget twsnya baseus, langsung di pake buat main game,"
,"Kualitas Suara: suara jernih
Daya Tahan: sangat handal
Fitur: bagus
Mantap nih TWS packing nya rapih banget,sudah support LDAC jadi kualitas suara nya lebih bagus dari TWS lainnya yang belum suppot."
d*****c,"Kualitas Suara: suaranya jernih
Daya Tahan: tahan lama
Fitur: bagus banget recomended
Keren banget ada unsur anc nya jdi bisa kedap suara. Harganya juga masih terjangkau dan udh support LDAC jadi kualitas suaranya lebih bagus dri tws lainnya yg blm support. Baterainya juga tahan lama udh support app pula pokoknya best banget ga nyesel beli sihh sangat recomended😍 btw ini dpt free pouch jugaa cute banget sukakk thanks seller❤"
,"Kualitas Suara: jernih
Daya Tahan: tahan lama
Fitur: bagus
Udah aku coba main game, suara nya ga delay, keren sih 👏
+ Dapet sticker lucu sm pouch nya tebel berguna
banget perlindungan biar ga lecet / k gores benda lain d tas wkwk makasii 🫶"
,"Kualitas Suara: bass bagus
Daya Tahan: tahan lama
Barang telah di terima sesuai pesanan , pengiriman cepat pengemasan buble tebal. Harga 300an sudah ada anc nya , bass mantap suara jernih  batrainya tahan lama"
,"Sepadan dengan Harga: top banget
Fitur Terbaik: kedap suara dan bass oke
tws dengan harga yang murah,tapi kualitas ga murahan, pantes suaranya jernih ternyata udah LDAC,bass mantep, batre juga awet,dan ada fitur kedap suara nya juga,wort it."
,"Kualitas Suara: jernih
Daya Tahan: tahan lama
Fitur: bagus
jernih suaranya kereeen, trus ini pas anc nya d aktiffin suara sekitar nya langsung kedap bagus banget, awet juga dipkainya ditambah  Ada 6 mic juga jadi suaranya lbh jernih. pengirimannya juga cepet"
,"Sound nya balanced, kalau suka ngebass tinggal ganti mode di aplikasi. untuk mic nya cukup bagus di kelas harga, tapi AI mic nya kadang bikin mic gak sama di kiri & kanan.
Overall worth it to buy.."
t*****9,"Kualitas Suara: amat sangat jernih dan jelas dan detail skalii
Daya Tahan: awet bet
Ini tws yg bener2 saya cari, bassnya mantap, vocalnya mantap, musicnya mantap, dll… dan noise reduction nya jga mantap bgtt bener2 di tempat rame bgt pun langsung senyap. Denger music edm or yg ngebass skali pun mantap utk ukuran di ip. Aku ampe ngebandingin tws merek lain punya sodara dan menurut aku yg ini bener2 bagus, suaranya tu jernih dan terdepan gitu. Kalian yg suka denger lagu sambil menghayati, tws ini cocok untuk kalian."
n*****3,"Kualitas Suara: jernih
Daya Tahan: batre nya tahan lama
Fitur: bagus banget dan berfungsi
Keren deh tws nya suaranya jelas banget dan ga pernah delay suaranya, pas lagi main game pun ga pernah delay suaranya, pokoknya keren banget harga nya 300 an tapi kwalitasnya super banget belum lagi batre nya yg awet banget.."
,"Kualitas Suara: Bass Bagus
Daya Tahan: Handal battery nya
Kualitas: Jernih
Baru Pertama Kali Pake Produk Baseus , Untuk ANC Alhamdulillah Kedap Pas Fitur ANC Di Aktifkan emang agak Puyeng (Jangan Berekspektasi Tinggi Seperti harga 1 JT an) Tapi Masih Worth it Untuk Harga 200 RB an ANC nya bagus kualitas suara Jernih Pas buat saya, daya tahan battery awet"
,"Kualitas Suara: suara memuasakn bngt
Daya Tahan: cukup awet dn tahan lama
Kualitas: kualitas mewah dn ga murahan harga bersahabt
Paket mendarat dengan aman...
Respon penjual nya sangant baik,siap jdi pelanggan nya..
Untuk kualitasnya TWS nya mantul bngt dh...ga di ragukan lgi.."
a*****3,"BP nya udah 6.0 jadi setelah dibuka langsung koneksi ke Bluetooth, sangat mudah dan cepat! Saya tidak perlu repot-repot mencari nama perangkat atau memasukkan kode pairing. Suara yang dihasilkan juga sangat jernih dan berkualitas, dengan bass yang kuat dan treble yang jelas. Desainnya stylish dan ergonomis, sangat nyaman dipakai di telinga. Baterai juga tahan lama, bisa dipakai seharian tanpa perlu dicas terus-menerus. Saya sangat puas dengan pembelian TWS ini."
,"Kualitas Suara: bass mantaps
Daya Tahan: tahan lama dan sangat handal
Fitur: bagus dan berguna
Tws nya bgus... Suaranya bassnya mantap..  hrg 300 an sdh ada anc nya keren si... Ketika anc nya diaktifin suara sekitar lgsg kedap... Cocok bgt ini utk ngedrakor smbil rebahan... 
Dpt free pouch jg.... Lucu.... 
Ga nyesel beli disini deh..."
,"Kualitas Suara: jernih dan tidak pecah.. suaranya nge bass juga bagus banget 😍
Daya Tahan: tahan lama jadi gak perlu sering sering untuk nge charger
Fitur: bagus. desainnya menarik
Recommended banget buat yang mau beli jangan ragu untuk beli disini. Ini tws udah ada unsur anc nya jadi udah pasti kedap suara 😘 harga 300 udah ada anc nya mah wort it banget ini mah 😍 next pesen lagi buat adik adik aku"
s*****2,"Kualitas Suara: sangat jernih
Kualitas: detail
waktu dulu pernah beli yg WM01 terus sekarang nyoba upgrade ke BP1 pro gilaaa perkembangan suaranya beda banget mulai dari suara dan bass nya mantapp bangett ditambah tipe BP1 pro ini sudah support ANC jadi makin asik ketika mendengar musik atau sedang telpon. good product Baseus"
,"Kualitas Suara: bass nya menggelegar dan berkualitas
Daya Tahan: tahan lama dan sangat handl
Fitur: bagus dan berguna
Tws bp1 ini keren abis karena sudh 6.0 JD begitu dibuka SDH lgsg conect ke bluetooth...praktis lgsg BS dpke...suaranya mantap..ga nyesel deh..beli tws 300rb an..tp kualitasnya ga kaleng2..mantaps"
g*****a,"Kualitas Suara: bass nya bagus banget gokil deh
Daya Tahan: tahan lama dan sangat handal
Kualitas: sangat nyaman untuk didengarkan
udah punya Baseus Bowie E2 hampir 3 tahun lalu sampe retak dan kanan-kiri gabisa nyampung 1 device yang sama, akhirnya beli lagi deh yang ternyata spesifikasi produknya udah top banget karena ada noice cancelling"
,"Kualitas Suara: jernih sudah ada anc nya
Daya Tahan: oke
Fitur: sudah kedap udara
Mantap banget barang nya sesuai yg di harapkan ,rekomendasi banget harga 300an udah ada fitur anc nya ,gokil banget Baseus emang TOP👍👍🥰🥰.
Dan paling ku suka ada free pouch nya ,mana cakep banget sumpah😍"
d*****i,"Kualitas Suara: jernih
Daya Tahan: tahan lama
Fitur: bagus bgtt
bagus bgt udah ada unsur anc nya jadi kedap suara gitu trus pas di telfon ga ada suara bising yang berlebihan, suka banget sama tws baseus ini karna batrenya awett bangett. pokoknya recomended bgt deh beli tws baseus inii"
k*****n,Akhirnya kebeli juga tws impian.. wajib beli sih.. noise cancellingnya juara banget.. bassnya mantep bisa diatur jg di aplikasi.. thanks seller!
,"Kualitas Suara: sangat jernih dan bagus
Daya Tahan: tahan lama
Fitur: bagus dan berguna
bagus banget niih trus pas dipakai buat maen game ga delay banget suaranya tws paling gokil siih, trus pengirimannya juga cepet ditambah dpet free pouch nya lucuu ❤❤❤"
c*****s,"Gila sih ini baseus...

Designnya cakep banget, mau keluarin earbudnya tanpa susah payah, bisa ditarik dari depan dan atas.

Pilihan eartips banyak jadi bisa disesuaikan dengan lubang telinga.

Kualitas suara : bass mantep banget tapi treble dan mid tetep kerasa.
ANC bisa sedikit meredam suara luar tapi jangan berekspektasi tinggi dan jangan dibandingan dengan tws harga 1jutaan.

Menu di aplikasi sangat mudah dan UInya simple mempermudah penggunaan.

Dengan harga segini, ini sih OVERKILL!!!!!!"
,"Kualitas Suara: suara jernih dan ngebas
Daya Tahan: belum tahu semoga awet dan tahan lama
Kualitas: berkesan mewah"
,"Akhirnya produknya udah sampe. Bener² worth it sih TWS nya. Baterainya awet, gak cepet lowbat dengan harga yang cukup terjangkau. Buat hobi yg ngedrakor kaya aku cocok sih pakai ini."
,"Kualitas Suara: sangat bagus, jernih dan gak bikin telinga sakit
Daya Tahan: tahan lamaa dan handal
Fitur: sangat bagus dan oke
Sangat wort it sekalii. .. Sudah support LDAC jadi kualitias suarnya lebih bagus dari  tws lainnya yang belum ada fiturnya. . . gak nyesel beli disini dengan harga yang terjangkau"
,"Kualitas Suara: all rounded
Daya Tahan: tahan lama
Fitur: lengkap
Kualitas suara jd salah satu yg terbaik di kelasnya,
design dan build quality ny jg Ok,
intinya klo mau nyari TWS bagus direntang harga segini, buruan checkout dah BP1 Pro ini"
,"Daya Tahan: tahan lama
Fitur: bagus dan berguna sekali
Kualitas Suara: bass sangat memuaskan
Baru kali ini dapat tws sebagus ini , recommended sekali
Bp1 ini sudah 6.0 jadi baru di buka wuhhh otomatis konek ke bluetooth , dg harga 300 sudah dapat fitur yang begitu bagus dan sudah free pouch 😘 terimakasih"
,"Secantik ini tws nya sesuai dg ekspektasi selain warnanya yg cantik dan modelnya yg kekinian, tws ini fitur"" nya banyak juga dan baterai nya tahan lama sudah support app pula pokoknya the best"
,"Kualitas Suara: Ok
Daya Tahan: Ok (Baterai awet)
Kualitas: Terbaik di kelas dan kualitasnya
Device:
Rednot 13 Pro 5G

Audio pendukung:
- Dolby Atmos (Bawaan Hp) menambah kedalaman bass.
- Poweramp & Poweramp Equalizer
- Setting aplikasi Baseus.

**Setting yg pas akan menghasilkan keluaran audio yg mumpuni dan nyaman ditelinga."
,"Kualitas Suara: jernih
Daya Tahan: tahan lama
Fitur: bagus
kesampean juga beli baseus, udh nabung dr lama buat tws ini, worth it bgt buat aku pke kerja krn batre ny tahan lama, buat dengerin musik jg jernih , udh support LDAC jadi kualitias suara ny lbh bagus dari tws lain ny yang belum support"
s*****r,"Kualitas Suara: suara lumayan mantull, bisa adjust bass kalo suka basshead
Daya Tahan: awet
Kualitas: build quality bagus & solid
kesan pertama untuk ANC sangat oke untuk kelas harga segini. kualitas suara untuk TWS ini bisa dikatakan oke tapi ngga sempurna juga. semoga awet thanks"
m*****2,"Kualitas Suara: jernih
Daya Tahan: lama bgt dahh
Fitur: bagus dan wort it
pas aku maen game no delay bngt suara tws nya paling gokil,. Pokoknya fix no debat mantul abis paling jernih sih ini,. Apalagi dapat pouch mini gemecc powll bisa buat naro tws dan mudah dibawa kemana²🤩"
,"Kualitas Suara: Jernih dan detail
Daya Tahan: Daya tahan the best
Kualitas: Terasa mewah dan The Best dikelasnya
Baseus memberikan pengalaman yg terbaik untuk mendengarkan musik, terbaik dikelasnya, harga terjangkau and awesome 👍"
,"Kualitas Suara: jernih abis
Daya Tahan: 10% baterai bisa untuk 1 jam 35 menit
Kualitas: bass nya nampol
packageing nya rapih,ga ada cacat samsek, barang dateng tepat waktu malah lebih awal, bass nya nampol pokoknya recommend banget buat yg punya budget under 300 😋😋 thank u baseus dah gak ngecewain customers 🤍"
,"Kualitas Suara: ok
Daya Tahan: ok
Kualitas: ok
Barang sudah tiba dan sesuai pesanan. Lumayan kedap ketimbang tws harga 100 ribuan mah. Kalo mic nya belum di test... Nanti saya update lagi penilaiannya kalau udah cek . Terimakasih banyak 🙏"
,"Kualitas Suara: Natural ga tumpang tindih
Daya Tahan: baterai nya sih awet banget 4 hari belum pernah cas casenya (pemakaian wajar)
Kualitas: Yaa bisa dibilang bagus lah ya
Pas bawaannya emang terkesan b aja sih. Saran kalo muter musik pake mode musik+peningkatan bass (yg ada di apk bawaan) agar bisa denger detail dari tiap alat musiknya. Untuk dengerin yang biasa2 aja cukup pakai EQ dinamis, suaranya ga bakal tumpang tindih sih."
,"Kualitas Suara: sangat jernih dan bagus
Daya Tahan: sangat handal
Fitur: bagus
Wiih bagus banget produk ini dengan harga 300an sudah mendapatkan tes yng ada anc nya  . . . Gak nyangka banget dapat produk sebagus ini. Bp 1 ini sudah 6.0 jadi langsung connect ke bluetooth."
,"Kualitas Suara: sangat jernih dan bagus
Daya Tahan: tahan lama
Fitur: bagus dan berguna
""Wah, gila banget! Ada fitur ANC (Active Noise Cancellation) yang bikin suara sekitar jadi kedap. Suara jadi lebih jernih dan tidak terganggu!"""
f*****h,"Kualitas Suara: bagus jernih
Daya Tahan: batrenya awet
Fitur: fiturnya banyak dan bagus
tws 300ribuan ini fiturnya banyak banget yaa, udah ada anc nya kebantu banget buat telponan biar disekitar jadi kedap suara dan batrenya juga awet lohh"
,"Kualitas Suara: memiliki suara yang jernih dan bagus
Daya Tahan: tahan lama
Fitur: berguna
""Sudah support LDAC, jadi kualitas suaranya lebih bagus dari TWS lainnya yang belum support. Cocok buat yang suka musik dengan kualitas tinggi!"""
,"Kualitas Suara: bass baguss
Daya Tahan: tahan lama dan sangat canggih
Fitur: sangat baguss
Bp 1 ini udah 6.0 jadi langsung di buka langsung koneksi ke bluetooth ...
Mantaap bangett tws anc ini pokok nya⭐️ 5 untuk semua produk baseus  ..terimakasihh..✨️"
,"Kualitas Suara: sesuai expetasi
Daya Tahan: sangat menarik
aku udah punya satu tapi di ambil paksu akhirnya order lagi soalnya emang bagus banget siih trus pas   tlpan juga suaranya jelas kereen juga siih hargaa 300an tapi udah ada ancnya"
,"Kualitas Suara: ok di level 200rban
Daya Tahan: belum coba
Kualitas: ok
Dengan harga 270an ok sih, ada anc, suara jernih, baru beli baterai full semuanya mantap, dapat stiker kabel dll juga. Mungkin ya, kalau box dibungkus plastik transparan gitu, jadi lebih mevvah. Hehe"
,"paketnya udah nyampe, packagingnya bener² safety, produk sampe dengan aman. Udah dicoba suaranya bener² jernih, batrenya juga awett, gak expect harga segini dpt TWS sebagus iniii"
,"Baseus paling best sih batre super tahan lama awetnya , suara jernih ngak bikin sakit telinga , nyaman lah dipakai aktivitas buat maen game juga no delay suara twsnya mantap"
d*****8,"ga nyesel belo ini, suaranya mantul ga bikin sakit telinga, pas buat telfon juga ga bocor2, dapet tambahan free pouch lucu lumayan bisa buat tempat flashdisk"
,"Alhamdulillah paket nya uda sampai, pengirimannya cepet banget dan produk nya aman, pas aku coba suara nya jernih banget dan yg lebih suka connect nya cepett bgtt pliss ga nyesel beli ini❤"
p*****i,"Saya suka dengan TWS ini, fitur-fitur banyak juga dan baterainya tahan lama! Sudah support app, membuat saya dapat mengatur EQ dan settingan lainnya sesuai kebutuhan."
,"Kualitas Suara: Treble Good, Bass Nampol
Daya Tahan: Awet
Kualitas: overall oke
Suara mantep sih, bass nampol tapi treble tetep clear. ANC oke lah lumayan buat ngurangin noise, tapi ga sampe budeg banget. Buat nelfon suara jelas, noise kecil juga ga masuk ke percakapan. Worth the price, serius."
b*****n,"Gokil banget! TWS harga 300-an udah ada ANC nya, dpt kualitas suara yang sangat baik. Gue sangat merekomendasikan produk ini buat kalian yang mau dapat TWS harga terjangkau tapi kualitasnya oke banget."
w*****e,"Saya suka dengan TWS ini, pas main game no delay banget suaranya. Membuat pengalaman gaming lebih seru dan suara yang dihasilkan sangat baik. Harga boleh banget bersaing dengan merek lain tapi kualitas tetap number one ini sih."
,"Paket udah sampai dengan aman, enak banget dengerin musik karna suaranya jernih sudah 6 mic, beterai awet, harga terjangkau dengan kualitas sebagus in, worth it."
,"Kalau ngomongin suara, TWS ini jagonya! Udah support LDAC jadi kualitas suaranya itu lho, lebih jernih dan detail. Dengerin musik jadi makin asyik. Plus, baterainya tahan lama/awet banget, nggak perlu bolak-balik nge-charge. Pokoknya banyak fitur yang menarik di TWS ini, komplit deh buat sehari-hari!"
